プロフィール,じゃあ、このフラッグをそっちの枝に…えっ、その前に記念撮影ですか？ふふっ、わかりました♪
,歌鈴ちゃん、智絵里ちゃん、一緒に撮りましょう。せーのっ、ハッピーアニバーサリー♪
ホーム,あっ、足元には気をつけてね、歌鈴ちゃん。移動はゆっくりでいいから
,智絵里ちゃん、どうしたの？あの枝…？わぁ、リスさん！かわいい…
,うーん、いいお天気。お散歩日和、ガーデンパーティー日和ですね♪
,気持ちのいい風ですね。緑の香りがいっぱいで…心が落ち着きます
,私のトイカメラ、使い心地はどうですか？軽くて持ちやすいですよねっ
,あっ…もう、つまみ食いはダメですよ？みんなが来るまで我慢ですっ♪
,今は私たちだけのパーティーですから。肩の力を抜いて楽しんでください
,はい、フラッグをどうぞっ。今度は私に一枚撮らせてくださいっ♪
ホーム(親愛度MAX),一緒にお祝いの場所を作れて…幸せだなって、思います
,○○さんも、トイカメラに興味でてきましたか？
,○○さんっ。せーのっ、ハッピーアニバーサリー！
,そうだっ、４人で撮りましょうっ。もっと、ぎゅうって詰めてくださいっ
ルーム,今度は事務所の中庭でパーティーしてみるのも、いいかもしれませんねっ
,お料理に飾りつけ、招待状…。パーティーは準備から大忙しですっ♪
,和食に洋食、立食形式にコース形式…いろいろ考えるのは、楽しいですね
,特別な日こそ、穏やかに過ごしたいです。大切な人たちと、ゆっくり…
,もしもーし。…はい、チーズ♪ふふっ、素敵な笑顔いただいちゃいました
,あ、外出ですか？今朝の天気予報によると、雨の心配はないみたいですよ
,パステルカラーの靴は重さも軽いような気がして…つい選んじゃうんです
,このお洋服、お気に入りなんです。肌触りがよくて…触ってみてください
ルーム(親愛度MAX),手作りの思い出、○○さんと増やしていきたいです
,ここに私の居場所がある。それだけで…心の中がじんわり温かくなって
,アルバムを見返すと実感するんです。撮りたくなる瞬間が増えたんだって
,きゃっ。もうっ、いきなりなでなでなんて…。今日だけ、特別ですよ？
ライブ前,お待たせしました。さぁ、楽しいパーティーを始めましょう♪
,これまでとこれからに、ありがとうの気持ちをこめて…
特技発動時,はいっ。どうぞ♪
,これまでの、日々の成果を
,そう、自分のペースで
LIVEクリア時,ありがとうございました。またこの場所でお会いしましょう♪
,またひとつ、忘れられない幸せな思い出ができましたね
親愛度演出(100),わぁ……みなさんの笑顔、想像していたよりもずっと素敵ですっ。張り切って準備をした甲斐がありました♪
,このまま最後まで、一緒に楽しんでいってくださいねっ。
親愛度演出(200),ひとりひとりの大切な気持ちを持ち寄れば、大切な日はもっともっと大切で……特別な日になると思うんです。きっと忘れられないくらいに。
,でも……私にとって、一番忘れられない記念日は○○さんと出会った、あのごく普通の日。あの日がなかったら、今日の記念日もなかったんですから。
,ですから、改めて言わせてください。○○さん、ハッピーアニバーサリー。私と出会ってくれて、一緒にいてくれて、ありがとうございます。
プロフィール,ようこそっ、アニバーサリーパーティーへ♪さあ、こちらへどうぞ。花のトンネルを抜けた先には、たくさんの笑顔が待ってますよっ。心行くまで楽しんでいってくださいね♪
ホーム,どうでしょう？今日のテーマは、森のメイドさんアイドルの藍子ですっ
,この日をみんなで迎えられたのも、日々の積み重ねのおかげですね
,いらっしゃいませっ♪アニバーサリーパーティー夜の部へようこそっ♪
,きっと、みんな首を長くして待ってますよ。キリンさんになっちゃうかも
,指のリングの花、なんだかわかりますか？ヒントは、智絵里ちゃんです♪
,慌てなくても食べ物はたっぷりご用意してますよ。もちろん、お飲み物も
,色んなところにリボンがあって…なんだか贈り物になったみたい。ふふっ
,お花、いかがですか？こうして胸元に挿すと…うんっ、オシャレです♪
ホーム(親愛度MAX),これからも、こうしてお祝いをしたいです。ずっと…ずっと、一緒に
,○○さん、一名ご案内しまーす♪なんてっ
,さあ、手を…。照れないでください。今日は、私が先導する日ですから
,招待状を拝見しますね、○○さん♪…えっと、ふむふむ
ルーム,森のお散歩なら、お任せくださいっ。どこへでもお連れしますよ
,家の入り口に、緑のトンネル…憧れます。童話の世界にいるみたいで…
,外から戻ってきた人のために、ミルクティーを淹れておこうかな…
,ステージの上に立っても、おもてなしの気持ちは忘れません
,姫椿の花言葉はひたむきさだそうです。記念日のお祝いにピッタリですね
,メイドさんのレッスンですか？えっと…おかえりなさいませっ。とか…
,くるっと回ると、スカートやリボンが揺れて…心も軽くなるんですっ♪
,ふふっ。事務所に来ると、毎日がパーティーみたい。ウキウキして♪
ルーム(親愛度MAX),連れてきてもらっただけじゃなくて、今度は私が伝えていきたいです
,○○さんと、これからも笑顔で過ごしていけますように
,あ、後ろのリボンが折れてました？なかなか気づけなくって…助かります
,お仕事のときは、○○さん。エスコートしてください♪
親愛度演出(400),○○さん、楽しんでもらえていますか？でも、ここはまだほんの一部。会場はとっても広いです。
,さあ、行きましょう！隅から隅までご案内しますからね♪
親愛度演出(600),アイドルになったとき、私は○○さんを笑顔にできるようなアイドルになろうって思いました。私の一番最初のファンになってくれたあなたを。
,だけど、それは私だけじゃなかったんです。私の周りには○○さんを笑顔にしたい人がたくさんいて……。
,そのことが、とても嬉しくて。この気持ちを胸に、私たちはこれからも進んでいきます。ですから、どうか次のアニバーサリーも一緒に……約束ですよ？ふふふっ♪
